,Times,min_velocity,max_velocity
872,13.719999999999814,6737.03194103724,15277.49197940202
873,13.729999999999814,6730.8255581355415,15275.612575271378
874,13.739999999999814,6724.62295116598,15273.733079454478
875,13.749999999999813,6718.424130268413,15271.85349195132
876,13.759999999999813,6712.229105582703,15269.973812761902
877,13.769999999999813,6706.037887248707,15268.094041886228
878,13.779999999999813,6699.850485406286,15266.214179324294
879,13.789999999999813,6693.666910195302,15264.334225076103
880,13.799999999999812,6687.487171755611,15262.454179141654
881,13.809999999999812,6681.311280227075,15260.574041520946
882,13.819999999999812,6675.139245749555,15258.693812213982
883,13.829999999999812,6668.971078462909,15256.813491220757
884,13.839999999999812,6662.806788506998,15254.933078541277
885,13.849999999999811,6656.64638602168,15253.052574175535
886,13.859999999999811,6650.489881146816,15251.171978123539
887,13.869999999999811,6644.337284022266,15249.291290385281
888,13.87999999999981,6638.18860478789,15247.410510960766
889,13.88999999999981,6632.043853583547,15245.529639849994
890,13.89999999999981,6625.903040549098,15243.648677052963
891,13.90999999999981,6619.766175824403,15241.767622569674
892,13.91999999999981,6613.63326954932,15239.886476400128
893,13.92999999999981,6607.504331863711,15238.005238544323
894,13.93999999999981,6601.379372907432,15236.123909002261
895,13.94999999999981,6595.258402820349,15234.24248777394
896,13.959999999999809,6589.141431742318,15232.360974859359
897,13.969999999999809,6583.028469813197,15230.479370258523
898,13.979999999999809,6576.919527172852,15228.597673971428
899,13.989999999999808,6570.814613961137,15226.715885998072
900,13.999999999999808,6564.713740317915,15224.83400633846
901,14.009999999999808,6558.616916383043,15222.952034992592
902,14.019999999999808,6552.524152296384,15221.069971960462
903,14.029999999999808,6546.435458197796,15219.187817242077
904,14.039999999999807,6540.3508442271395,15217.305570837432
905,14.049999999999807,6534.270320524274,15215.423232746529
906,14.059999999999807,6528.193897229061,15213.54080296937
907,14.069999999999807,6522.121584481358,15211.658281505952
908,14.079999999999806,6516.053392421026,15209.775668356273
909,14.089999999999806,6509.989331187922,15207.892963520339
910,14.099999999999806,6503.929410921912,15206.010166998145
911,14.109999999999806,6497.873641762851,15204.127278789694
912,14.119999999999806,6491.822033850599,15202.244298894984
913,14.129999999999805,6485.77459732502,15200.361227314019
914,14.139999999999805,6479.731342325968,15198.478064046794
915,14.149999999999805,6473.692278993306,15196.594809093309
916,14.159999999999805,6467.657417466894,15194.711462453566
917,14.169999999999805,6461.626767886593,15192.828024127566
918,14.179999999999804,6455.6003403922605,15190.944494115309
919,14.189999999999804,6449.578145123757,15189.060872416792
920,14.199999999999804,6443.560192220941,15187.177159032019
921,14.209999999999804,6437.546491823675,15185.293353960986
922,14.219999999999803,6431.537054071818,15183.409457203694
923,14.229999999999803,6425.531889105228,15181.525468760146
924,14.239999999999803,6419.53100706377,15179.64138863034
925,14.249999999999803,6413.534418087296,15177.757216814274
926,14.259999999999803,6407.5421323156725,15175.872953311951
927,14.269999999999802,6401.554159888758,15173.988598123371
928,14.279999999999802,6395.570510946408,15172.104151248532
929,14.289999999999802,6389.591195628488,15170.219612687433
930,14.299999999999802,6383.616224074854,15168.334982440078
931,14.309999999999802,6377.645606425369,15166.450260506463
932,14.319999999999801,6371.67935281989,15164.565446886592
933,14.329999999999801,6365.717473398277,15162.680541580463
934,14.339999999999801,6359.759978300393,15160.795544588074
935,14.3499999999998,6353.806877666096,15158.910455909428
936,14.3599999999998,6347.858181635245,15157.025275544524
937,14.3699999999998,6341.9139003477,15155.140003493361
938,14.3799999999998,6335.974043943323,15153.254639755942
939,14.3899999999998,6330.038622561969,15151.369184332261
940,14.3999999999998,6324.107646343502,15149.483637222325
941,14.4099999999998,6318.181125427782,15147.59799842613
942,14.4199999999998,6312.259069954668,15145.712267943678
943,14.429999999999799,6306.341490064019,15143.826445774966
944,14.439999999999799,6300.428395895693,15141.940531919998
945,14.449999999999799,6294.519797589555,15140.054526378768
946,14.459999999999798,6288.615705285463,15138.168429151283
947,14.469999999999798,6282.716129123273,15136.282240237539
948,14.479999999999798,6276.82107924285,15134.395959637537
949,14.489999999999798,6270.930565784051,15132.509587351278
950,14.499999999999797,6265.044598886737,15130.62312337876
951,14.509999999999797,6259.163188690767,15128.736567719985
952,14.519999999999797,6253.286345336001,15126.849920374949
953,14.529999999999797,6247.414078962299,15124.963181343657
954,14.539999999999797,6241.546399709521,15123.076350626105
955,14.549999999999796,6235.683317717527,15121.189428222297
956,14.559999999999796,6229.824843126176,15119.302414132231
957,14.569999999999796,6223.970986075332,15117.415308355907
958,14.579999999999796,6218.121756704846,15115.528110893321
959,14.589999999999796,6212.277165154586,15113.64082174448
960,14.599999999999795,6206.437221564409,15111.75344090938
961,14.609999999999795,6200.601936074176,15109.865968388023
962,14.619999999999795,6194.771318823743,15107.978404180409
963,14.629999999999795,6188.945379952973,15106.090748286537
964,14.639999999999795,6183.124129601727,15104.203000706404
965,14.649999999999794,6177.307577909862,15102.315161440012
966,14.659999999999794,6171.495735017241,15100.427230487365
967,14.669999999999794,6165.688611063719,15098.539207848458
968,14.679999999999794,6159.886216189161,15096.651093523295
969,14.689999999999793,6154.088560533424,15094.762887511872
970,14.699999999999793,6148.29565423637,15092.874589814191
971,14.709999999999793,6142.5075074378565,15090.986200430252
972,14.719999999999793,6136.724130277742,15089.097719360056
973,14.729999999999793,6130.945532895892,15087.209146603602
974,14.739999999999792,6125.171725432163,15085.320482160887
975,14.749999999999792,6119.402718026411,15083.431726031915
976,14.759999999999792,6113.638520818502,15081.542878216687
977,14.769999999999792,6107.879143948292,15079.653938715199
978,14.779999999999792,6102.124597555645,15077.764907527453
979,14.789999999999791,6096.374891780417,15075.87578465345
980,14.799999999999791,6090.63003676247,15073.986570093188
981,14.80999999999979,6084.890042641662,15072.097263846668
982,14.81999999999979,6079.154919557854,15070.207865913892
983,14.82999999999979,6073.424677650904,15068.318376294852
984,14.83999999999979,6067.699327060676,15066.42879498956
985,14.84999999999979,6061.978877927026,15064.539121998007
986,14.85999999999979,6056.263340389814,15062.649357320197
987,14.86999999999979,6050.5527245889025,15060.759500956128
988,14.87999999999979,6044.847040664152,15058.8695529058
989,14.88999999999979,6039.146298755417,15056.979513169215
990,14.899999999999789,6033.450509002561,15055.089381746371
991,14.909999999999789,6027.7596815454435,15053.199158637273
992,14.919999999999789,6022.073826523925,15051.30884384191
993,14.929999999999788,6016.3929540778645,15049.418437360293
994,14.939999999999788,6010.7170743471215,15047.527939192418
995,14.949999999999788,6005.046197471558,15045.637349338285
996,14.959999999999788,5999.380333591029,15043.746667797892
997,14.969999999999787,5993.719492845401,15041.855894571243
998,14.979999999999787,5988.063685374527,15039.965029658335
999,14.989999999999787,5982.412921318275,15038.07407305917
1000,14.999999999999787,5976.767210816497,15036.183024773745
1001,15.009999999999787,5971.126564009055,15034.291884802062
1002,15.019999999999786,5965.490991035809,15032.400653144123
