log Total_Ejecta_Mass_(solmass),Fraction_Core_burned,Fraction_Core_burned_lower_limit,Fraction_Core_burned_upper_limit
0.28891980739296225,0.623667012603291,0.4989336100826329,0.7484004151239493
0.28973720038473494,0.6245623138432326,0.4996498510745861,0.7494747766118791
0.2905545933765077,0.6254576150831741,0.5003660920665393,0.7505491380998089
0.2913719863682804,0.6263529163231156,0.5010823330584925,0.7516234995877388
0.29218937936005307,0.627248217563057,0.5017985740504457,0.7526978610756684
0.2930067723518258,0.6281435188029986,0.5025148150423989,0.7537722225635982
0.2938241653435985,0.62903882004294,0.503231056034352,0.7548465840515279
0.2946415583353712,0.6299341212828815,0.5039472970263053,0.7559209455394578
0.2954589513271439,0.630829422522823,0.5046635380182585,0.7569953070273876
0.2962763443189166,0.6317247237627645,0.5053797790102116,0.7580696685153173
0.29709373731068933,0.632620025002706,0.5060960200021648,0.7591440300032471
0.297911130302462,0.6335153262426474,0.5068122609941179,0.7602183914911769
0.2987285232942347,0.6344106274825889,0.5075285019860711,0.7612927529791067
0.29954591628600746,0.6353059287225304,0.5082447429780244,0.7623671144670365
0.30036330927778015,0.636201229962472,0.5089609839699776,0.7634414759549664
0.30118070226955285,0.6370965312024134,0.5096772249619307,0.7645158374428961
